"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LINC01727",9.67603783838641,-4.3717728662634,1.1699691615139,-3.73665649495109,0.000186483403916278,0.0194561483207368
"ZNF468",99.9184381081291,-1.98734926756596,0.53507823659373,-3.71412838656508,0.000203905261706118,0.0203854790106686
"TAFA1",3.98828694105035,-3.36006171854733,0.905394000046681,-3.71115969221586,0.000206311893038245,0.0205244762557012
"IGKV2-24",153.685576788239,-3.96258968922343,1.06849124255125,-3.70858415251199,0.000208421394656444,0.0206326963974847
"LAG3",161.946209583423,-1.81644800721792,0.492273775155823,-3.6899142284046,0.000224329674934541,0.0218856897840727
"IGHV3-74",205.869686373732,-3.49382531612628,0.949132968668167,-3.68107044161458,0.000232256822035889,0.0222295095782691
"IGLV2-23",899.774507579595,-3.87172157441807,1.05288860496565,-3.67723760724371,0.000235773402316503,0.022354196524797
"RABGAP1L",1050.25577503867,-1.06784692038811,0.291502425573766,-3.66325226380624,0.000249033064322382,0.023363876698527
"AC127526.5",11.6558337385404,-4.23680055746939,1.15684694476407,-3.66236914627756,0.000249893407619799,0.023363876698527
"FBXO8",1413.71367940943,-0.984583855312081,0.270513126329836,-3.6396897580178,0.000272966719758149,0.0251715201165106
"ILDR1",48.510734055265,-3.85734325059105,1.06270689614758,-3.62973390365144,0.000283713541587848,0.0256932509971596
"CCDC25",2201.73641033034,-1.05447198539831,0.291204097732475,-3.62107536813249,0.000293381025419916,0.0262160610989169
"PPP2R2B",28.9116660984073,-1.81592128254244,0.503236237060683,-3.60848672811983,0.000307988267073612,0.0272799256734719
"HHLA2",10.4492006489279,-5.79489340925564,1.60689845339298,-3.60625987100783,0.000310642051142202,0.0273948306673222
"CXorf66",7.548193551076,-3.18509665689418,0.883921783981109,-3.6033693417406,0.000314118681552153,0.0275809859736771
"CYP2C19",1494.61514038451,-3.92534774453353,1.09058228840456,-3.59931367515238,0.000319058145734989,0.027734595211507
"TM6SF2",797.298047712253,-1.19771024247568,0.333723757138491,-3.58892711967954,0.000332041641665138,0.0285343870358615
"PITPNM3",161.798084890279,-2.8721689095264,0.800992823151097,-3.58576110361054,0.000336096533581171,0.0286391117960834
"IGHV3-64",23.8855540113244,-4.66495049799743,1.30461842692738,-3.57572022724244,0.000349265014009337,0.0292581962348839
"LINC00992",7.20361186837904,-4.07566416053486,1.14048017808671,-3.57363875220723,0.000352054552368248,0.0292581962348839
"IGLV2-28",60.451125388802,-5.29322248925639,1.47989714621554,-3.5767502510512,0.000347892262506517,0.0292581962348839
"NDRG2",15910.5145264585,-1.58485123825094,0.447457825387334,-3.54190081909741,0.000397254810839338,0.0313746563243958
"PNP",1181.29209827074,-1.7184755129916,0.485312413704606,-3.54096755917226,0.000398662591916953,0.0313746563243958
"IGKV1-6",275.832878806703,-4.3761576472422,1.23603496440856,-3.5404804663727,0.000399399199597885,0.0313746563243958
"HEXIM1",1539.04847368485,-0.77269798616275,0.218907869569348,-3.5297862415036,0.000415895541630584,0.032057291844388
"IGKV1-9",225.530019615356,-3.37534374180753,0.958994458925991,-3.51966970235437,0.000432084519403618,0.0328043115389326
"DENND2D",485.94689186477,-1.490373493604,0.424127831708187,-3.51397239742904,0.000441458683413618,0.0331160817185565
"IGLV2-18",14.380987653218,-2.95647188264683,0.841189294789964,-3.51463327096314,0.000440361650542793,0.0331160817185565
"ROCR",5.37306496740166,-3.88329924675494,1.10510250583519,-3.51397198563052,0.000441459367783018,0.0331160817185565
"PTPRQ",3.78412381672589,-3.70739548630823,1.0567398520798,-3.50833318059462,0.000450923933242311,0.0333568089077966
"SHC4",18.4454294698078,-2.94008531971108,0.837831297844522,-3.50916148307542,0.000449521886042613,0.0333568089077966
"CAPN13",10.7422688507787,-3.48145387691103,0.993774264624928,-3.50326427322508,0.000459593240984162,0.0336285706582433
"IGLV9-49",99.7428714938894,-4.30012828126584,1.23118999021509,-3.49266020308904,0.000478234634401192,0.0346163026585379
"IGLV6-57",114.20006394226,-3.0955740255122,0.886705622642777,-3.49109551858486,0.000481044239051337,0.0346953157415777
"ATP2C2",12.2287203047916,-2.67472506834591,0.769671922706356,-3.47514959223265,0.000510568546078397,0.0356748025055974
"HAO2-IT1",13.742673419776,-2.87971428942149,0.829660583742577,-3.47095468418082,0.000518611511760126,0.0358676694520402
"AL109838.1",10.3676659956252,-4.148829943171,1.19711593762178,-3.46568766882609,0.000528877277439992,0.0364528212215039
"IGKV2-30",136.083729347221,-3.70217987400845,1.06950904725987,-3.46156947759683,0.000537035483469344,0.0366399715833223
"PRF1",402.110719088787,-1.11406940418105,0.322233457772725,-3.45733621791321,0.000545543743160073,0.0370951376872649
"ITLN1",86.5738655615335,-3.14535557121858,0.911138107573962,-3.45211724224064,0.000556205989239751,0.0376932213177744
"EPB41L4A",98.4219534879583,-1.96410270820343,0.570450770703138,-3.4430713552766,0.000575147540575509,0.0383336784881927
"IGHM",4562.91241230548,-2.66625634213377,0.774362332170007,-3.44316378956874,0.000574950987468716,0.0383336784881927
"MT-ND6",99620.6553620437,-1.26148304104183,0.366571180939998,-3.4413044631796,0.000578916725064441,0.0384579712588039
"A4GNT",5.74950127273415,-3.3911792430704,0.988644376500172,-3.4301305137397,0.000603290991674607,0.0397478802894119
"ZNF727",13.5920489879439,-1.6099341720844,0.469471675421572,-3.42924665399403,0.000605259203638053,0.0397478802894119
"LINC02691",14.8961818969783,-2.21248181855588,0.644780867293698,-3.43137014570889,0.000600540567238956,0.0397478802894119
"FAM160A1",61.5403045712063,-2.3485843814444,0.687117297071953,-3.41802541058498,0.00063077217614614,0.0409596273224157
"CXorf21",35.8145721069751,-1.32283907068706,0.387489607605385,-3.41386980379156,0.000640471741080441,0.0413237278310528
"PI16",28.7699638276314,-2.96500135493534,0.86928109778626,-3.41086601616682,0.000647569042183128,0.041648588556969
"CLTRN",410.606911030037,-2.78812825538911,0.818297659589035,-3.40722990310073,0.000656258243738648,0.0420734451819111
"TNFSF10",7908.6540037381,-1.34799195700623,0.396569886961192,-3.39912837894861,0.000676009773456911,0.0429308722483092
"AC108519.1",18.2790963539298,-1.8447043751042,0.545073074946588,-3.38432489127254,0.000713535166682353,0.0446125160716722
"RNF212",13.5526805457036,-2.51126664085486,0.743915903676146,-3.3757399572252,0.00073617464377086,0.04491554964034
"CD160",38.8563810828046,-1.7395702294731,0.5160388729967,-3.37100617899423,0.000748941779568274,0.0451919973201199
"TSHR",5.66343751968871,-2.86540370221914,0.84978341594597,-3.37192236098112,0.000746454876052571,0.0451919973201199
"SLC6A19",139.06858281964,-3.96460656458072,1.17614464335947,-3.37084948434273,0.00074936788454087,0.0451919973201199
"IGLV3-27",35.9402489120732,-3.33639886828012,0.990350561955903,-3.36890692694803,0.000754669074647801,0.0452241601261494
"IGKV1D-12",5.40837886560934,-3.2715624163681,0.976640349153286,-3.34981287554261,0.00080866170329347,0.0474736136570105
"IL2RB",577.913611336452,-1.70436922117943,0.509021722049515,-3.34832316058534,0.00081302148231969,0.0475912140157859
"AJAP1",14.0352480486112,-2.24945657534566,0.673277308113315,-3.34105508716635,0.000834606618380874,0.0483275635178367
"AC009137.2",9.11414223196944,-2.12960433921128,0.637440675727203,-3.3408667195293,0.000835173046185938,0.0483275635178367
"ANGPTL1",603.930051754213,-2.40649929024791,0.721608219486033,-3.33491114051049,0.000853266606477842,0.0492334831937715
"TAGAP",119.268457340466,-1.3652342537868,0.410393461582966,-3.32664718516917,0.000878975861925061,0.050285885358574
"AKR1D1",9170.56662246021,-3.11872345754142,0.940177158383721,-3.31716573810716,0.000909356551432229,0.0515855493150951
"IGHV4-59",342.677146337769,-3.62247033648137,1.09198059347121,-3.31733948216624,0.000908791190248155,0.0515855493150951
"AC079061.1",246.86483254637,-3.17832656626188,0.962672732746112,-3.30156496403031,0.000961470668090368,0.0536378456963674
"SPIC",18.8543567758711,-1.71648619207921,0.521049032052449,-3.29428918679275,0.000986709275373811,0.0545934077155455
"IL15",96.9303797663927,-1.30980401097476,0.397695825170734,-3.29348192280482,0.000989547045645243,0.0546008267399062
"AC007906.2",51.0919738416315,-2.23849572005301,0.680895412775113,-3.287576444273,0.00101053749491849,0.0552630681115628
"HK3",182.879236651811,-1.58620221235794,0.483526520634844,-3.2804864772988,0.00103628232375812,0.0562573159362772
"EVA1A",3441.56166443033,-0.803924158552851,0.24531236747949,-3.27714483706194,0.00104862563333326,0.0563685471826368
"ENPP5",109.16460411981,-3.03802365285419,0.927476331656293,-3.27558078752141,0.00105444951269575,0.0564843711111157
"TEX26",6.11539065216809,-4.14507602094983,1.26717658135322,-3.27111160507977,0.00107125625013064,0.0567822046493132
"FOSB",3167.87114559724,-3.21705807488965,0.984206725678509,-3.26868125461328,0.00108049947145025,0.0571222168218266
"NRXN1",9.46985196947759,-3.29634392299601,1.00981456210644,-3.26430618718742,0.00109732509533383,0.057709584115278
"NDNF",12.7429159166031,-2.38167848590989,0.730075066495374,-3.26223780979511,0.00110536372002069,0.0579813514956309
"IGLC3",760.705678268778,-2.77867163900668,0.852758334227391,-3.25845145978455,0.00112022038533243,0.0583063161901763
"ASCL1",479.803166522372,-6.71722954524331,2.06386449821685,-3.25468534927894,0.0011351805875389,0.0587819793983286
"FASLG",26.850969562521,-1.51783534379399,0.466565498997932,-3.25320956447472,0.00114109308124511,0.0589370198868156
"AC005083.1",10.3756298774391,-2.65849392496313,0.819628167512678,-3.24353655759641,0.00118055659741181,0.0602054052644732
"SPINT2",287.479007253356,-3.03605210150823,0.936280398701435,-3.24267399565243,0.00118413619357407,0.0602358449098952
"MSLN",9.2354624293964,-4.26300484699127,1.31698803597419,-3.23693513573788,0.00120820870814252,0.0608473188552077
"IL18RAP",43.8550061894903,-1.40342575684697,0.434001905520326,-3.23368570274917,0.00122203859345699,0.0610868054328314
"AL118523.1",6.14890030962465,-5.02410785829785,1.56014205859161,-3.22028871065323,0.0012806155459197,0.063543073586851
"ACE2",48.6899011385918,-2.06315958756633,0.640953654959248,-3.21889043240967,0.00128687647029821,0.0636972311707654
"PARP6",433.805036933899,-1.61372079585922,0.503709788571732,-3.20367170238029,0.00135687103923991,0.0657122557252999
"IGKV2D-30",7.81572554934492,-5.36637433388592,1.67553898690743,-3.20277497319876,0.00136110290503636,0.0657595051847112
"SLC22A10",2592.46415279873,-2.47518763657314,0.773330607295553,-3.20068495055332,0.00137101348764683,0.0660802324177275
"CETP",877.560339211907,-1.68141448020977,0.526395759783624,-3.19420217385664,0.00140217881992754,0.0670406253035678
"PLEK",499.488548797011,-1.12704558496442,0.352887380726713,-3.19378262448336,0.00140421809870806,0.0670406253035678
"AKT1",3072.12578819226,-0.832372866995463,0.260600920655366,-3.1940519047369,0.00140290891004974,0.0670406253035678
"RAB25",261.273320182596,-4.4226800671889,1.38804470952117,-3.18626629016481,0.00144121877050395,0.0673883411022494
"PROK2",4.96319171027549,-2.79631991368199,0.877038631886759,-3.18836572531168,0.00143079444284282,0.0673883411022494
"CARMIL3",92.5030977775264,-2.16137633753124,0.678936964119592,-3.18347129668215,0.0014552054031383,0.0673883411022494
"IGHG3",2837.62939661402,-2.63208047841193,0.826951252259175,-3.18287259523613,0.00145821763118014,0.0673883411022494
"FANCC",924.210180464403,-1.55287843440901,0.488100244935499,-3.18147440105098,0.00146527471648454,0.0675598696333452
"DNAJC25",1287.19161482921,-1.32107912366834,0.416017666824795,-3.17553611064482,0.00149559905835362,0.0684889410055587
"GBP5",393.075657721083,-1.83493528115219,0.577742450737744,-3.17604371776573,0.00149298449862472,0.0684889410055587
"MCOLN3",8.25267847738267,-2.63837857197435,0.835505652795723,-3.15782252716777,0.00158952294792534,0.0711760885440182
"CD244",78.7248009303418,-1.55415686452189,0.49280370722868,-3.15370367902022,0.00161212686981316,0.0715339018201129
"GPR182",205.942164791159,-2.1662548723478,0.688373938464613,-3.14691587130614,0.00165002429750941,0.0722825177618276
"MARVELD3",478.085833707941,-1.9628736914195,0.625048689840401,-3.14035326099268,0.00168744219604579,0.0732857960196661
"FPR1",116.386805897783,-1.58257940124398,0.504481608611231,-3.13704082414542,0.00170662362437938,0.0738132577450982
"LINC02446",11.6853969554221,-2.82582229350921,0.901470956377598,-3.13467924120848,0.00172042114674042,0.0738282559510253
"IGHV3-66",21.9221199235421,-3.51170466683985,1.12106327278047,-3.1324767763822,0.00173338140021656,0.0740076900155888
"SLC7A8",470.191967229961,-1.73879896104747,0.555349895699578,-3.13099718666031,0.00174213829445805,0.0741124978045012
"AMPD1",7.5366820512113,-3.86179874772013,1.23449802118764,-3.12823405257864,0.00175860079883755,0.0742683692242876
"TMPRSS3",304.37630795973,-3.10285528527344,0.992659641461906,-3.12579977635014,0.0017732223738373,0.0744495339701544
"SDHD",4240.12233308094,-0.682494572826468,0.2184543964013,-3.12419701351639,0.00178291035722564,0.0747009847804394
"NAPSB",321.432426093856,-1.47592409709531,0.473245987250328,-3.11872501163884,0.00181635394029821,0.0753208784893683
"IGKV6-21",11.3051458090777,-3.44538207848265,1.10465059076495,-3.11897907563403,0.00181478848638768,0.0753208784893683
"CSF3R",196.1657361093,-1.45699873758856,0.467543573228961,-3.11628438719882,0.00183145556356948,0.0757250299853865
"UPP2",591.614678955972,-3.28086687977151,1.05466172965507,-3.11082386657238,0.00186566184228518,0.0759789375589547
"SRD5A2",2276.2015847336,-2.6709022201232,0.858867173820459,-3.1097966036382,0.00187216213590528,0.0759789375589547
"BCKDHB",2402.51930166134,-1.20453880156371,0.387874555810291,-3.10548548111737,0.00189966946612068,0.0761129868932529
"CYP4A22",9645.61185143555,-1.7617012176008,0.567674549141415,-3.10336480693965,0.00191333629782545,0.0761129868932529
"CD200R1",52.7811071362755,-1.59098143880194,0.512122862947795,-3.10664013249516,0.00189226598887572,0.0761129868932529
"LINC02160",18.9186046700519,-3.55787363229345,1.14622484765107,-3.10399276336099,0.00190928000864874,0.0761129868932529
"GPR83",19.8015680047579,-2.55385526444101,0.824350944145072,-3.098019457101,0.00194818637414018,0.0766932238318928
"ZNF831",42.8572409970201,-1.48272833263795,0.478542502453725,-3.09842558400824,0.00194551823039745,0.0766932238318928
"SLC14A1",57.7822692699846,-1.38551659564618,0.447664962518112,-3.09498556208792,0.0019682247775133,0.0771811638483129
"FAM99B",125.812945347672,-2.05173221848914,0.664971834753061,-3.08544228681664,0.00203249664821425,0.0783325759745932
"EHD3",730.078493886861,-1.86351889906778,0.60512520094741,-3.07955923195758,0.0020730714359412,0.07942038608943
"RIPK3",65.9361043688234,-2.05867494889537,0.668999148979793,-3.07724599057383,0.00208922812642242,0.07942038608943
"PHOSPHO1",14.0615484535006,-1.31172928190978,0.426487273480371,-3.07565867371691,0.00210038137065773,0.07942038608943
"IGHG1",41090.4605484025,-2.91579941904824,0.947685716706613,-3.07675779812446,0.00209265260114437,0.07942038608943
"LCAT",6902.90113388291,-1.60617233487079,0.522277575200691,-3.07532318279912,0.00210274566912676,0.07942038608943
"IGLC6",3.55845925871914,-4.14464897168818,1.34901409441218,-3.07235409092903,0.00212377632517891,0.07942038608943
"IGHJ4",5.24726544827244,-4.24217993801982,1.38031621527182,-3.07333920378848,0.00211677729255896,0.07942038608943
"AL663070.1",16.4632694727404,-2.63917138377396,0.861387382370903,-3.06386120552387,0.00218500255824341,0.0809872292277509
"ZNF736",57.2625007303458,-1.2659602990792,0.413202030125238,-3.06378044342014,0.00218559246987493,0.0809872292277509
"TEDC1",261.659424037406,-1.65585266253653,0.54116898118693,-3.05977009048966,0.00221506960539205,0.0814963879663799
"PIK3CD",310.647872568042,-1.21775266063735,0.398100128376295,-3.05891049471428,0.00222143508539392,0.0815670573627823
"PLGLA",225.815675582832,-2.20794140227715,0.721959295198164,-3.05826300313942,0.00222624095557281,0.0815951653317475
"TFPI2",116.2243235624,-1.81187964757727,0.592638743057085,-3.05730880541291,0.0022333406557628,0.0816015861950058
"GPR65",88.9497861002202,-1.30937288176271,0.428298037358608,-3.05715358827663,0.00223449750759288,0.0816015861950058
"ESRRG",40.8486390619856,-3.11028995549339,1.01801771479833,-3.05524148576288,0.00224879375285093,0.0818277294393233
"MEP1B",47.5869597254823,-3.53419781325054,1.15883337894427,-3.0497894498606,0.00229001846914597,0.0823641540599075
"ARL11",37.8246871162165,-1.28386299532262,0.42104344212681,-3.04924116342357,0.00229420233135874,0.0823641540599075
"MIR1915HG",625.725686580153,-1.25420881873395,0.411042538712307,-3.05128715549264,0.00227862537844218,0.0823641540599075
"MUC1",158.693615316869,-3.09919071107272,1.01741059774971,-3.04615532600845,0.00231788060698155,0.0827078813934477
"ZNF737",38.3639201356295,-1.38076283126848,0.453283433740298,-3.04613565926075,0.00231803222919987,0.0827078813934477
"AC005224.3",25.1272689343111,-1.44251189446751,0.474050194043012,-3.04295180677982,0.00234269848341608,0.0828560348031309
"PCYT1B",6.52672036143515,-2.57842519322718,0.848309820482909,-3.03948525759066,0.00236982800807296,0.0830879802483221
"VPS37B",283.381818235132,-0.791789311872177,0.260874352886892,-3.03513665912369,0.0024042671953155,0.0838586804998213
"LRRC43",22.3062871495673,-2.37509092284632,0.782484884025063,-3.03531860018685,0.00240281715975215,0.0838586804998213
"EOMES",71.2046461632696,-1.75451485325967,0.57852676983029,-3.03272889822256,0.00242353217809966,0.0840949009222038
"IL1B",70.6754771758996,-1.75901460729123,0.580788777163057,-3.02866494060608,0.00245636947373582,0.0847972333711024
"AC022387.2",16.4904317515039,-1.73662181829464,0.57355209638418,-3.02783623186585,0.00246311531920499,0.0848850066063903
"LINC01612",13.6017077229567,-4.06186985129956,1.34250850216138,-3.02558221773651,0.00248154926734612,0.0849404872102625
"AL359715.3",91.2672321422659,-1.50228976938749,0.496678822369301,-3.02467047461605,0.00248904154248878,0.0850527816422351
"FAM135B",16.4141837778218,-2.1530271832265,0.713344355572259,-3.01821576971658,0.00254267794959625,0.0857697529770514
"IGKV1D-8",30.10068853619,-3.19285192657465,1.05827019362646,-3.0170479578882,0.00255249425794543,0.0857697529770514
"IGKV2D-24",14.5651744440053,-4.56447866694957,1.51166890936184,-3.01949629226448,0.00253195392141845,0.0857697529770514
"AC079949.1",11.3370211046854,-2.3523985440877,0.779701677328302,-3.01704948506504,0.00255248139831146,0.0857697529770514
"LPAL2",302.682053448964,-1.06429199609101,0.352872509127218,-3.01608078998103,0.00256065023279947,0.0859008828096102
"FYN",1263.38860917924,-1.05192710763928,0.34925523930908,-3.01191503875582,0.00259605245822644,0.0862036292377092
"IGHV2-5",88.4658987046255,-2.600965958616,0.863385816345751,-3.01251874813568,0.00259089431648836,0.0862036292377092
"CCL4L2",154.948245441095,-1.42831704271162,0.474236840170993,-3.01182219879126,0.00259684652284419,0.0862036292377092
"TAAR3P",16.1074977384401,-1.6619663653876,0.552299946958371,-3.00917350171839,0.00261959471049656,0.0865838218960361
"LINC02761",13.9064466862992,-1.77638042578131,0.590315371897408,-3.00920577431623,0.00261931644622093,0.0865838218960361
"UGP2",22817.8818801897,-1.11252474650317,0.369832313451359,-3.00818697025373,0.00262811393923322,0.086723465690874
"TMEM220-AS1",185.454621944935,-1.14045081301296,0.379259450999031,-3.00704652186999,0.00263799388103179,0.0869074819370914
"GCSH",86.9405226235573,-0.898364229203937,0.299669653577048,-2.99784852580329,0.00271892773907067,0.0883634673317206
"TCEAL2",4.23336416941587,-3.22994634498301,1.07937673376787,-2.9924179796872,0.00276777028728545,0.0892352932124279
"CD4",4021.47851829255,-1.90930779673029,0.638655862828855,-2.98957217471272,0.00279368437642142,0.0895531047330645
"NCR3",25.3399730887032,-1.19484037608049,0.40011377029612,-2.98625157338676,0.00282420201326961,0.0902448728765504
"APOL1",18444.0643009789,-1.09484718867584,0.366893006933185,-2.98410481526355,0.00284409326202708,0.0906339742610164
"AC010280.2",50.0656101790586,-2.95289140083781,0.989993082512853,-2.98273942818128,0.00285681101293745,0.0906339742610164
"OSTF1",1264.00786802817,-0.752254260999051,0.252354659251408,-2.98094064611511,0.00287364483015234,0.0908815524592994
"MAF",2897.52787416514,-1.15613059705979,0.387960832609575,-2.9800188572728,0.00288230639433046,0.0908815524592994
"PKHD1L1",36.856134601683,-2.35682619357297,0.790897016757651,-2.97994067955267,0.00288304208439088,0.0908815524592994
"AP001783.1",203.923788156776,-2.61789116772552,0.881272268779287,-2.97058157900708,0.00297236449193371,0.0932094734698777
"AC016682.1",213.659884213032,-2.95195055843229,0.995065604436315,-2.96658888144818,0.00301123310502321,0.0935566962399133
"DDAH1",5106.14861073376,-0.916198496009064,0.309113647159953,-2.96395356344448,0.00303714114460879,0.0937845036932331
"CD38",221.56782324162,-1.35482039411768,0.457587015349483,-2.96079291734915,0.00306848179603185,0.0938846108418931
"PEX3",653.800389114307,-0.95414510895217,0.322333777579752,-2.96011518282813,0.00307524042702638,0.0938846108418931
"CAT",31512.7242381985,-1.23882981143656,0.418148537278158,-2.96265489651223,0.00304998308997498,0.0938846108418931
"CASP1",565.206753330644,-1.33277627785405,0.450216409664178,-2.96030142226086,0.00307338182393395,0.0938846108418931
"ERVFRD-1",11.4586185045619,-2.57259500077569,0.869291324107362,-2.95941639980978,0.00308222317346745,0.0938846108418931
"CYP4F2",8943.27843148492,-1.43455890338879,0.485006167781932,-2.95781579428037,0.0030982721031784,0.0940063073049139
